,date,open,close,high,low,volume,open_interest
754942,20120829,65690000,66200000,66240000,65600000,305838,176832
754943,20120830,65800000,65730000,65870000,65250000,251916,171226
754944,20120831,65000000,64940000,65040000,64630000,208992,156164
754945,20120903,67310000,68200000,68490000,67300000,309066,196858
754946,20120904,69000000,68760000,69320000,68370000,270772,190506
754947,20120905,68690000,68790000,69040000,68550000,198896,201866
754948,20120906,69000000,70430000,70720000,68890000,504852,261088
754949,20120907,69860000,68740000,70060000,68020000,566630,196494
754950,20120910,71820000,72130000,72720000,71750000,382854,208422
754951,20120911,71700000,71880000,71950000,71150000,361810,205490
754952,20120912,72000000,71830000,72210000,71660000,283694,212072
754953,20120913,71090000,70560000,71230000,70510000,261606,207530
754954,20120914,74500000,73840000,75060000,73560000,421404,201770
754955,20120917,73990000,73520000,74050000,73420000,225840,204484
754956,20120918,72750000,72890000,72950000,72200000,251114,197726
754957,20120919,73740000,74350000,74380000,73000000,388030,217028
754958,20120920,73670000,73070000,74050000,72830000,382430,211416
754959,20120921,73960000,74090000,74190000,73640000,305904,222722
754960,20120924,72540000,71650000,72580000,70980000,333096,190172
754961,20120925,72150000,71590000,72200000,71230000,223366,190490
754962,20120926,71200000,71500000,71930000,71180000,214708,175276
754963,20120927,71750000,72340000,72370000,71680000,264536,190514
754964,20120928,73700000,73780000,74050000,73100000,228456,194762
754965,20121008,72560000,71070000,72640000,70350000,325632,164834
754966,20121009,71350000,71050000,71630000,70980000,203654,174780
754967,20121010,70500000,70780000,70910000,70220000,206778,179800
754968,20121011,70580000,71200000,71400000,70470000,251396,178322
754969,20121012,70940000,70810000,71430000,70650000,226352,172310
754970,20121015,68800000,68840000,69240000,68650000,203468,164562
754971,20121016,68220000,68680000,68730000,68070000,204062,158638
754972,20121017,69000000,68630000,69060000,68600000,147290,153288
754973,20121018,68710000,68830000,69150000,68390000,182880,157806
754974,20121019,68320000,67590000,68480000,67580000,199004,159818
754975,20121022,66670000,67460000,67490000,66630000,161502,147380
754976,20121023,67470000,67180000,67700000,67040000,190198,146950
754977,20121024,66820000,67390000,67390000,66680000,211926,162046
754978,20121025,67300000,68070000,68330000,67130000,368844,194746
754979,20121026,68010000,66800000,68290000,66390000,344532,161058
754980,20121029,67680000,67210000,67800000,67170000,237754,153130
754981,20121030,67100000,67080000,67240000,66700000,195374,146494
754982,20121031,67050000,67190000,67300000,66820000,152548,129826
754983,20121101,67780000,68340000,68460000,67550000,176210,101262
754984,20121102,68520000,67520000,68600000,67030000,253004,120466
754985,20121105,65790000,65200000,66060000,64950000,268620,139982
754986,20121106,65520000,65670000,65800000,65360000,167174,141346
754987,20121107,66710000,67540000,67850000,66480000,358534,151044
754988,20121108,66560000,66810000,67120000,66550000,206414,146752
754989,20121109,67500000,67720000,68090000,67460000,262132,148658
754990,20121112,68350000,68190000,68480000,67650000,250436,159026
754991,20121113,67250000,67320000,67410000,66880000,187232,147958
754992,20121114,68000000,68160000,68180000,67670000,181226,167534
754993,20121115,67750000,67820000,68090000,67660000,173616,167102
754994,20121116,67880000,67280000,67960000,67020000,215194,171700
754995,20121119,67450000,67860000,68050000,67410000,192192,166400
754996,20121120,68670000,68820000,69070000,68530000,218090,167562
754997,20121121,68790000,68450000,68790000,68160000,159308,169350
754998,20121122,69130000,68840000,69380000,68840000,149390,174764
754999,20121123,68880000,69260000,69330000,68550000,157372,178384
755000,20121126,70100000,70360000,70480000,69850000,225962,209548
755001,20121127,70580000,70290000,70730000,70200000,203708,202130
755002,20121128,70050000,69670000,70120000,69320000,208008,191720
755003,20121129,69400000,68810000,69440000,68750000,202262,191282
755004,20121130,69800000,69780000,69930000,69430000,210734,179718
755005,20121203,68800000,68150000,68800000,68040000,237572,183022
755006,20121204,68010000,67160000,68010000,66950000,251742,175582
755007,20121205,66710000,67370000,67430000,66610000,222312,166084
755008,20121206,67090000,66400000,67180000,66250000,242694,167480
755009,20121207,67040000,66890000,67220000,66710000,166778,161794
755010,20121210,67160000,67440000,67590000,67140000,135758,150680
755011,20121211,67120000,67110000,67140000,66710000,124312,145252
755012,20121212,66840000,67090000,67240000,66770000,127032,140054
755013,20121213,67200000,66010000,67200000,65840000,182722,139246
755014,20121214,65510000,65830000,66180000,65420000,130600,123770
755015,20121217,65330000,65310000,65880000,64990000,108904,111768
755016,20121218,68050000,68760000,68810000,68040000,295492,159292
755017,20121219,67440000,67090000,67500000,66920000,246968,147928
755018,20121220,66090000,66040000,66290000,65630000,233014,153478
755019,20121221,63880000,63340000,63930000,63080000,345726,184338
755020,20121224,63500000,64020000,64180000,63350000,262286,188300
755021,20121225,63500000,63170000,63800000,63020000,244092,194784
755022,20121226,63350000,63280000,63550000,63130000,210832,199664
755023,20121227,63310000,63590000,63960000,63180000,277830,206302
755024,20121228,63930000,64170000,64430000,63920000,229654,200774
755025,20121231,64380000,64270000,64580000,63810000,208232,201872
755026,20130104,63060000,62260000,63070000,61930000,258306,214758
755027,20130107,63300000,63920000,64330000,63210000,288146,206106
755028,20130108,64180000,63710000,64200000,63580000,195804,207996
755029,20130109,64160000,64290000,64380000,64020000,174856,204540
755030,20130110,63980000,64250000,64270000,63780000,142480,206606
755031,20130111,64900000,64690000,65150000,64580000,208212,207524
755032,20130114,64190000,64790000,64920000,64090000,173020,219970
755033,20130115,65550000,65450000,65920000,65060000,264790,222448
755034,20130116,66300000,65990000,66320000,65850000,178166,214850
755035,20130117,66120000,65800000,66120000,65550000,150812,205140
755036,20130118,66320000,66630000,66650000,66190000,183112,208860
755037,20130121,66810000,66510000,66980000,66480000,151058,204884
755038,20130122,66750000,66940000,67070000,66650000,145342,203428
755039,20130123,67100000,66860000,67150000,66750000,93064,199808
755040,20130124,66230000,66020000,66550000,65880000,159904,193888
755041,20130125,65380000,65730000,65820000,65340000,122532,189640
755042,20130128,65030000,65030000,65150000,64830000,106206,189740
