datetime,close,high,open_interest,total_turnover,limit_up,trading_date,low,limit_down,open,volume
2018-10-08 09:01:00,3530.0,3550.0,554176.0,909099270.0,3716.0,2018-10-08,3526.0,3229.0,3547.0,17128.0
2018-10-08 09:02:00,3527.0,3538.0,553204.0,398480310.0,3716.0,2018-10-08,3526.0,3229.0,3530.0,7524.0
2018-10-08 09:03:00,3523.0,3529.0,552880.0,246104760.0,3716.0,2018-10-08,3523.0,3229.0,3526.0,4652.0
2018-10-08 09:04:00,3522.0,3525.0,551638.0,278111430.0,3716.0,2018-10-08,3522.0,3229.0,3523.0,5262.0
2018-10-08 09:05:00,3519.0,3525.0,549926.0,252384690.0,3716.0,2018-10-08,3518.0,3229.0,3524.0,4778.0
2018-10-08 09:06:00,3519.0000000000005,3523.0,548678.0,269163600.0,3716.0,2018-10-08,3518.0,3229.0,3519.0,5096.0
2018-10-08 09:07:00,3519.0,3520.0,549152.0,182416500.0,3716.0,2018-10-08,3517.0,3229.0,3518.0,3456.0
2018-10-08 09:08:00,3521.0,3523.0,549092.0,159406410.0,3716.0,2018-10-08,3519.0,3229.0,3519.0,3018.0
2018-10-08 09:09:00,3522.0,3523.0,548546.0,188296650.0,3716.0,2018-10-08,3521.0,3229.0,3521.0,3564.0
2018-10-08 09:10:00,3521.0,3522.0,547342.0,161809320.0,3716.0,2018-10-08,3519.0,3229.0,3522.0,3064.0
2018-10-08 09:11:00,3520.0000000000005,3521.0,546370.0,152763420.0,3716.0,2018-10-08,3517.0,3229.0,3520.0,2894.0
2018-10-08 09:12:00,3521.0,3522.0,545544.0,102750990.0,3716.0,2018-10-08,3518.0,3229.0,3520.0000000000005,1946.0
2018-10-08 09:13:00,3520.0,3522.0,544620.0,133169340.0,3716.0,2018-10-08,3518.0,3229.0,3521.0,2522.0
2018-10-08 09:14:00,3520.0,3521.0,544172.0,51943860.0,3716.0,2018-10-08,3518.0,3229.0,3520.0,984.0
2018-10-08 09:15:00,3518.0,3520.0,543814.0,62902290.0,3716.0,2018-10-08,3517.0,3229.0,3520.0,1192.0
2018-10-08 09:16:00,3518.0,3520.0,542948.0,96596310.0,3716.0,2018-10-08,3518.0,3229.0,3518.0,1830.0
